Entity,Number of data,Hard EM,Soft EM,F1,BEM,Human
PERSON,950,0.05052631578947368,0.5368421052631579,0.1984393315827425,0.8789473684210526,0.6031578947368421
ORG,227,0.039647577092511016,0.6299559471365639,0.19369915704065152,0.9118942731277533,0.7400881057268722
unknown,620,0.02258064516129032,0.45,0.12636273367405476,0.8338709677419355,0.7112903225806452
multiple,220,0.01818181818181818,0.5409090909090909,0.19025264600025701,0.8818181818181818,0.6590909090909091
QUANTITY,14,0.0,0.2857142857142857,0.21402705849853132,1.0,0.7142857142857143
LOC,38,0.05263157894736842,0.47368421052631576,0.20592627549300066,0.8157894736842105,0.7105263157894737
GPE,238,0.025210084033613446,0.6050420168067226,0.17936603313089117,0.8613445378151261,0.7310924369747899
DATE,437,0.0,0.459954233409611,0.1681319204281089,0.88558352402746,0.6109839816933639
NORP,49,0.0,0.3877551020408163,0.10496000045398861,0.8775510204081632,0.6938775510204082
ORDINAL,11,0.0,0.45454545454545453,0.13474790541635462,0.9090909090909091,0.45454545454545453
CARDINAL,144,0.006944444444444444,0.4513888888888889,0.12024251108484472,0.9444444444444444,0.625
MONEY,10,0.0,0.4,0.10560129525646766,1.0,0.5
FAC,12,0.0,0.4166666666666667,0.19646609840108295,1.0,0.6666666666666666
WORK_OF_ART,13,0.0,0.38461538461538464,0.14797848985492007,0.7692307692307693,0.46153846153846156
TIME,7,0.0,0.2857142857142857,0.11178663378775662,1.0,0.5714285714285714
PERCENT,9,0.0,0.4444444444444444,0.1293951418951419,0.8888888888888888,0.5555555555555556
EVENT,7,0.0,0.5714285714285714,0.27722917123838786,1.0,0.5714285714285714
LANGUAGE,2,0.0,0.5,0.09416445623342173,1.0,1.0
LAW,3,0.0,0.3333333333333333,0.04784992784992786,0.6666666666666666,1.0
PRODUCT,9,0.0,0.4444444444444444,0.14076867214122116,1.0,0.7777777777777778
Overall,3020,0.02781456953642384,0.5089403973509934,0.1703430039029187,0.876158940397351,0.6549668874172185
